# WARNING: this file is not sorted!
# db	id                         alt	 E-value	adj_p-value	log_adj_p-value	bin_location	bin_width	total_width	sites_in_bin	total_sites	p_success	 p-value	mult_tests
   3	ATOH1_HUMAN.H11MO.0.B ATOH1_HUMAN.H11MO.0.B	4.8e-011	   1.1e-013	         -29.81	         0.0	      156	        492	        2009	       5453	  0.31707	4.6e-016	       245
   3	BACH1_HUMAN.H11MO.0.A BACH1_HUMAN.H11MO.0.A	2.7e-013	   6.4e-016	         -34.99	         0.0	      184	        488	        2515	       5813	  0.37705	2.6e-018	       243
   3	BACH2_HUMAN.H11MO.0.A BACH2_HUMAN.H11MO.0.A	1.1e-019	   2.7e-022	         -49.67	         0.0	      216	        490	        2833	       5565	  0.44082	1.1e-024	       244
   3	BC11A_HUMAN.H11MO.0.A BC11A_HUMAN.H11MO.0.A	1.9e-009	   4.5e-012	         -26.12	         0.0	      116	        484	        1935	       6928	  0.23967	1.9e-014	       241
   3	BHA15_HUMAN.H11MO.0.B BHA15_HUMAN.H11MO.0.B	1.7e-008	   4.1e-011	         -23.92	         0.0	      170	        490	        2359	       6017	  0.34694	1.7e-013	       244
   3	BMAL1_HUMAN.H11MO.0.A BMAL1_HUMAN.H11MO.0.A	1.3e-001	   3.1e-004	          -8.08	         0.0	      144	        490	        1828	       5665	  0.29388	1.3e-006	       244
   3	CLOCK_HUMAN.H11MO.0.C CLOCK_HUMAN.H11MO.0.C	7.0e-001	   1.7e-003	          -6.41	         0.0	      131	        487	        2047	       7002	  0.26899	6.8e-006	       243
   3	CREB1_HUMAN.H11MO.0.A CREB1_HUMAN.H11MO.0.A	7.8e-020	   1.9e-022	         -50.04	         0.0	      134	        490	        1798	       5329	  0.27347	7.6e-025	       244
   3	CREM_HUMAN.H11MO.0.C CREM_HUMAN.H11MO.0.C	1.2e0000	   2.9e-003	          -5.84	         0.0	      108	        490	        1018	       4102	  0.22041	1.2e-005	       244
   3	CTCFL_HUMAN.H11MO.0.A CTCFL_HUMAN.H11MO.0.A	9.4e-063	   2.2e-065	        -148.86	         0.0	      182	        484	        2232	       4424	  0.37603	9.3e-068	       241
   3	CTCF_HUMAN.H11MO.0.A CTCF_HUMAN.H11MO.0.A	3.0e-057	   7.0e-060	        -136.21	         0.0	      160	        482	        1616	       3447	  0.33195	2.9e-062	       240
   3	E2F1_HUMAN.H11MO.0.A E2F1_HUMAN.H11MO.0.A	2.5e-004	   5.9e-007	         -14.34	         0.0	      111	        487	        1542	       5922	  0.22793	2.4e-009	       243
   3	E2F2_HUMAN.H11MO.0.B E2F2_HUMAN.H11MO.0.B	7.4e-003	   1.8e-005	         -10.94	         0.0	      257	        491	        1993	       3509	  0.52342	7.2e-008	       245
   3	E2F4_HUMAN.H11MO.0.A E2F4_HUMAN.H11MO.0.A	4.6e-007	   1.1e-009	         -20.64	         0.0	      272	        488	        3499	       5815	  0.55738	4.5e-012	       243
   3	E2F6_HUMAN.H11MO.0.A E2F6_HUMAN.H11MO.0.A	3.5e-002	   8.2e-005	          -9.41	         0.0	      108	        488	        1669	       6761	  0.22131	3.4e-007	       243
   3	E2F7_HUMAN.H11MO.0.B E2F7_HUMAN.H11MO.0.B	5.7e-002	   1.3e-004	          -8.91	         0.0	      330	        488	        4837	       6875	  0.67623	5.6e-007	       243
   3	EHF_HUMAN.H11MO.0.B EHF_HUMAN.H11MO.0.B	2.7e-114	   6.3e-117	        -267.56	         0.0	      166	        486	        2548	       5098	  0.34156	2.6e-119	       242
   3	ELF1_HUMAN.H11MO.0.A ELF1_HUMAN.H11MO.0.A	2.9e-118	   6.8e-121	        -276.70	         0.0	      113	        487	        2174	       5891	  0.23203	2.8e-123	       243
   3	ELF2_HUMAN.H11MO.0.C ELF2_HUMAN.H11MO.0.C	1.6e-113	   3.8e-116	        -265.76	         0.0	      178	        488	        3284	       6494	  0.36475	1.6e-118	       243
   3	ELF3_HUMAN.H11MO.0.A ELF3_HUMAN.H11MO.0.A	7.9e-083	   1.9e-085	        -195.09	         0.0	      165	        487	        2759	       5954	  0.33881	7.8e-088	       243
   3	ELF5_HUMAN.H11MO.0.A ELF5_HUMAN.H11MO.0.A	5.5e-088	   1.3e-090	        -206.96	         0.0	      166	        486	        2993	       6436	  0.34156	5.4e-093	       242
   3	ELK1_HUMAN.H11MO.0.B ELK1_HUMAN.H11MO.0.B	2.7e-103	   6.3e-106	        -242.23	         0.0	      136	        490	        2272	       5447	  0.27755	2.6e-108	       244
   3	ELK4_HUMAN.H11MO.0.A ELK4_HUMAN.H11MO.0.A	1.5e-087	   3.6e-090	        -205.96	         0.0	      107	        489	        1807	       5297	  0.21881	1.5e-092	       244
   3	EPAS1_HUMAN.H11MO.0.B EPAS1_HUMAN.H11MO.0.B	7.1e-004	   1.7e-006	         -13.30	         0.0	      250	        492	        2987	       5464	  0.50813	6.9e-009	       245
   3	ERG_HUMAN.H11MO.0.A ERG_HUMAN.H11MO.0.A	8.6e-092	   2.0e-094	        -215.73	         0.0	      164	        488	        3118	       6802	  0.33607	8.4e-097	       243
   3	ETS1_HUMAN.H11MO.0.A ETS1_HUMAN.H11MO.0.A	3.6e-100	   8.6e-103	        -235.01	         0.0	      132	        488	        2557	       6466	  0.27049	3.5e-105	       243
   3	ETS2_HUMAN.H11MO.0.B ETS2_HUMAN.H11MO.0.B	8.1e-009	   1.9e-011	         -24.67	         0.0	      162	        488	        2645	       7078	  0.33197	7.9e-014	       243
   3	ETV1_HUMAN.H11MO.0.A ETV1_HUMAN.H11MO.0.A	9.4e-107	   2.2e-109	        -250.18	         0.0	      132	        490	        2422	       6005	  0.26939	9.2e-112	       244
   3	ETV2_HUMAN.H11MO.0.B ETV2_HUMAN.H11MO.0.B	1.6e-094	   3.9e-097	        -221.99	         0.0	      165	        485	        2658	       5560	  0.34021	1.6e-099	       242
   3	ETV4_HUMAN.H11MO.0.B ETV4_HUMAN.H11MO.0.B	2.0e-055	   4.7e-058	        -132.01	         0.0	      150	        490	        2812	       7065	  0.30612	1.9e-060	       244
   3	ETV5_HUMAN.H11MO.0.C ETV5_HUMAN.H11MO.0.C	3.5e-045	   8.3e-048	        -108.41	         0.0	      121	        487	        2318	       7084	  0.24846	3.4e-050	       243
   3	FEV_HUMAN.H11MO.0.B FEV_HUMAN.H11MO.0.B	7.9e-040	   1.9e-042	         -96.08	         0.0	      163	        491	        2927	       7113	  0.33198	7.7e-045	       245
   3	FLI1_HUMAN.H11MO.0.A FLI1_HUMAN.H11MO.0.A	1.1e-021	   2.6e-024	         -54.32	         0.0	      111	        483	        1899	       6634	  0.22981	1.1e-026	       241
   3	FOSB_HUMAN.H11MO.0.A FOSB_HUMAN.H11MO.0.A	5.3e-003	   1.3e-005	         -11.29	         0.0	      154	        492	        2079	       6024	  0.31301	5.1e-008	       245
   3	FOSL1_HUMAN.H11MO.0.A FOSL1_HUMAN.H11MO.0.A	1.6e-021	   3.7e-024	         -53.94	         0.0	      215	        489	        1499	       2774	  0.43967	1.5e-026	       244
   3	FOSL2_HUMAN.H11MO.0.A FOSL2_HUMAN.H11MO.0.A	9.5e-016	   2.3e-018	         -40.63	         0.0	      179	        489	        1327	       2951	  0.36605	9.3e-021	       244
   3	FOS_HUMAN.H11MO.0.A FOS_HUMAN.H11MO.0.A	1.4e-007	   3.4e-010	         -21.81	         0.0	       94	        492	        1273	       5562	  0.19106	1.4e-012	       245
   3	FOXI1_HUMAN.H11MO.0.B FOXI1_HUMAN.H11MO.0.B	2.2e-011	   5.2e-014	         -30.60	         0.0	      157	        489	         501	       1149	  0.32106	2.1e-016	       244
   3	GABPA_HUMAN.H11MO.0.A GABPA_HUMAN.H11MO.0.A	3.7e-140	   8.8e-143	        -327.09	         0.0	      155	        487	        2792	       5813	  0.31828	3.6e-145	       243
   3	GATA6_HUMAN.H11MO.0.A GATA6_HUMAN.H11MO.0.A	1.3e-001	   3.1e-004	          -8.08	         0.0	      140	        488	        1356	       4238	  0.28689	1.3e-006	       243
   3	GLI3_HUMAN.H11MO.0.B GLI3_HUMAN.H11MO.0.B	6.8e0000	   1.6e-002	          -4.13	         0.0	      206	        490	        1719	       3810	  0.42041	6.6e-005	       244
   3	HEN1_HUMAN.H11MO.0.C HEN1_HUMAN.H11MO.0.C	1.1e-002	   2.6e-005	         -10.57	         0.0	      307	        481	        1773	       2580	  0.63825	1.1e-007	       240
   3	HIF1A_HUMAN.H11MO.0.C HIF1A_HUMAN.H11MO.0.C	1.9e-009	   4.5e-012	         -26.13	         0.0	      121	        493	        1867	       6513	  0.24544	1.8e-014	       246
   3	HTF4_HUMAN.H11MO.0.A HTF4_HUMAN.H11MO.0.A	2.0e-005	   4.7e-008	         -16.88	         0.0	      203	        491	        3084	       6838	  0.41344	1.9e-010	       245
   3	IRF4_HUMAN.H11MO.0.A IRF4_HUMAN.H11MO.0.A	7.6e-012	   1.8e-014	         -31.65	         0.0	      101	        483	        1397	       5462	  0.20911	7.5e-017	       241
   3	IRF8_HUMAN.H11MO.0.B IRF8_HUMAN.H11MO.0.B	5.9e-007	   1.4e-009	         -20.38	         0.0	      113	        481	        1377	       4980	  0.23493	5.9e-012	       240
   3	ITF2_HUMAN.H11MO.0.C ITF2_HUMAN.H11MO.0.C	9.8e-006	   2.3e-008	         -17.58	         0.0	      203	        491	        3139	       6955	  0.41344	9.5e-011	       245
   3	JUNB_HUMAN.H11MO.0.A JUNB_HUMAN.H11MO.0.A	1.3e-013	   3.1e-016	         -35.72	         0.0	      228	        490	        2715	       5160	  0.46531	1.3e-018	       244
   3	JUND_HUMAN.H11MO.0.A JUND_HUMAN.H11MO.0.A	6.1e-009	   1.4e-011	         -24.96	         0.0	      228	        490	        2473	       4764	  0.46531	5.9e-014	       244
   3	JUN_HUMAN.H11MO.0.A JUN_HUMAN.H11MO.0.A	2.9e-009	   6.8e-012	         -25.72	         0.0	      180	        490	        1876	       4442	  0.36735	2.8e-014	       244
   3	KAISO_HUMAN.H11MO.0.A KAISO_HUMAN.H11MO.0.A	3.5e0000	   8.4e-003	          -4.78	         0.0	      296	        486	        1987	       3085	  0.60905	3.5e-005	       242
   3	KLF12_HUMAN.H11MO.0.C KLF12_HUMAN.H11MO.0.C	2.5e-012	   5.9e-015	         -32.76	         0.0	      214	        490	        2480	       5001	  0.43673	2.4e-017	       244
   3	KLF1_HUMAN.H11MO.0.A KLF1_HUMAN.H11MO.0.A	1.7e-009	   4.0e-012	         -26.25	         0.0	      209	        487	        2549	       5299	  0.42916	1.6e-014	       243
   3	KLF3_HUMAN.H11MO.0.B KLF3_HUMAN.H11MO.0.B	6.8e-006	   1.6e-008	         -17.94	         0.0	      206	        482	        2598	       5523	  0.42739	6.7e-011	       240
   3	KLF4_HUMAN.H11MO.0.A KLF4_HUMAN.H11MO.0.A	6.3e-011	   1.5e-013	         -29.52	         0.0	      235	        491	        2856	       5354	  0.47862	6.2e-016	       245
   3	KLF5_HUMAN.H11MO.0.A KLF5_HUMAN.H11MO.0.A	5.1e-002	   1.2e-004	          -9.01	         0.0	      195	        487	        2725	       6326	  0.40041	5.0e-007	       243
   3	KLF6_HUMAN.H11MO.0.A KLF6_HUMAN.H11MO.0.A	1.2e0000	   3.0e-003	          -5.82	         0.0	      206	        482	        2958	       6524	  0.42739	1.2e-005	       240
   3	KLF8_HUMAN.H11MO.0.C KLF8_HUMAN.H11MO.0.C	3.1e-004	   7.4e-007	         -14.12	         0.0	      202	        492	        2388	       5305	  0.41057	3.0e-009	       245
   3	KLF9_HUMAN.H11MO.0.C KLF9_HUMAN.H11MO.0.C	1.3e-008	   3.2e-011	         -24.17	         0.0	      310	        486	        2607	       3753	  0.63786	1.3e-013	       242
   3	LYL1_HUMAN.H11MO.0.A LYL1_HUMAN.H11MO.0.A	1.5e-008	   3.5e-011	         -24.09	         0.0	      175	        487	        2857	       7119	  0.35934	1.4e-013	       243
   3	MAFB_HUMAN.H11MO.0.B MAFB_HUMAN.H11MO.0.B	4.6e-004	   1.1e-006	         -13.72	         0.0	       74	        490	        1225	       6947	  0.15102	4.5e-009	       244
   3	MAFF_HUMAN.H11MO.0.B MAFF_HUMAN.H11MO.0.B	1.7e-001	   4.0e-004	          -7.82	         0.0	       93	        483	        1357	       6280	  0.19255	1.7e-006	       241
   3	MAFG_HUMAN.H11MO.0.A MAFG_HUMAN.H11MO.0.A	1.8e-002	   4.3e-005	         -10.04	         0.0	      179	        483	         462	       1030	  0.37060	1.8e-007	       241
   3	MAFK_HUMAN.H11MO.0.A MAFK_HUMAN.H11MO.0.A	2.6e-005	   6.2e-008	         -16.59	         0.0	      213	        483	        1133	       2235	  0.44099	2.6e-010	       241
   3	MAX_HUMAN.H11MO.0.A MAX_HUMAN.H11MO.0.A	7.9e-008	   1.9e-010	         -22.40	         0.0	      139	        491	        1931	       5940	  0.28310	7.6e-013	       245
   3	MBD2_HUMAN.H11MO.0.B MBD2_HUMAN.H11MO.0.B	5.2e0000	   1.2e-002	          -4.39	         0.0	      282	        490	        1546	       2519	  0.57551	5.1e-005	       244
   3	MECP2_HUMAN.H11MO.0.C MECP2_HUMAN.H11MO.0.C	1.5e-001	   3.5e-004	          -7.95	         0.0	      174	        494	        1265	       3227	  0.35223	1.4e-006	       246
   3	MITF_HUMAN.H11MO.0.A MITF_HUMAN.H11MO.0.A	3.5e-005	   8.4e-008	         -16.29	         0.0	       77	        491	         703	       3593	  0.15682	3.4e-010	       245
   3	MXI1_HUMAN.H11MO.0.A MXI1_HUMAN.H11MO.0.A	1.7e-009	   4.0e-012	         -26.25	         0.0	      176	        486	        2398	       5843	  0.36214	1.7e-014	       242
   3	MYB_HUMAN.H11MO.0.A MYB_HUMAN.H11MO.0.A	4.4e-007	   1.0e-009	         -20.68	         0.0	      185	        489	        2736	       6518	  0.37832	4.3e-012	       244
   3	MYCN_HUMAN.H11MO.0.A MYCN_HUMAN.H11MO.0.A	7.2e-011	   1.7e-013	         -29.40	         0.0	      135	        489	        1643	       5019	  0.27607	7.0e-016	       244
   3	MYC_HUMAN.H11MO.0.A MYC_HUMAN.H11MO.0.A	5.2e-010	   1.2e-012	         -27.41	         0.0	      158	        490	        1882	       5029	  0.32245	5.1e-015	       244
   3	MYF6_HUMAN.H11MO.0.C MYF6_HUMAN.H11MO.0.C	2.3e-003	   5.5e-006	         -12.11	         0.0	      146	        494	        1438	       4302	  0.29555	2.2e-008	       246
   3	MYOD1_HUMAN.H11MO.0.A MYOD1_HUMAN.H11MO.0.A	4.7e-005	   1.1e-007	         -16.01	         0.0	      160	        486	        1857	       5013	  0.32922	4.6e-010	       242
   3	MYOG_HUMAN.H11MO.0.B MYOG_HUMAN.H11MO.0.B	4.2e-013	   1.0e-015	         -34.54	         0.0	      166	        488	        2004	       5030	  0.34016	4.1e-018	       243
   3	NDF1_HUMAN.H11MO.0.A NDF1_HUMAN.H11MO.0.A	3.9e-009	   9.2e-012	         -25.41	         0.0	      203	        491	        2318	       4973	  0.41344	3.8e-014	       245
   3	NDF2_HUMAN.H11MO.0.B NDF2_HUMAN.H11MO.0.B	4.3e-011	   1.0e-013	         -29.91	         0.0	       84	        492	        1301	       6184	  0.17073	4.2e-016	       245
   3	NF2L1_HUMAN.H11MO.0.C NF2L1_HUMAN.H11MO.0.C	3.3e-007	   7.9e-010	         -20.96	         0.0	      162	        494	        2486	       6764	  0.32794	3.2e-012	       246
   3	NF2L2_HUMAN.H11MO.0.A NF2L2_HUMAN.H11MO.0.A	8.8e-023	   2.1e-025	         -56.83	         0.0	      217	        487	        1382	       2493	  0.44559	8.6e-028	       243
   3	NFE2_HUMAN.H11MO.0.A NFE2_HUMAN.H11MO.0.A	6.4e-024	   1.5e-026	         -59.44	         0.0	      184	        488	        2176	       4773	  0.37705	6.3e-029	       243
   3	NFYA_HUMAN.H11MO.0.A NFYA_HUMAN.H11MO.0.A	8.8e-007	   2.1e-009	         -19.99	         0.0	      225	        487	        1907	       3685	  0.46201	8.6e-012	       243
   3	NFYB_HUMAN.H11MO.0.A NFYB_HUMAN.H11MO.0.A	7.1e-009	   1.7e-011	         -24.80	         0.0	      158	        488	        1235	       3198	  0.32377	7.0e-014	       243
   3	NFYC_HUMAN.H11MO.0.A NFYC_HUMAN.H11MO.0.A	1.0e-007	   2.4e-010	         -22.13	         0.0	      223	        487	        2968	       5891	  0.45791	1.0e-012	       243
   3	NKX25_HUMAN.H11MO.0.B NKX25_HUMAN.H11MO.0.B	1.8e-002	   4.3e-005	         -10.05	         0.0	      115	        493	        1845	       7121	  0.23327	1.8e-007	       246
   3	NRF1_HUMAN.H11MO.0.A NRF1_HUMAN.H11MO.0.A	4.8e-014	   1.1e-016	         -36.71	         0.0	      300	        484	        1222	       1692	  0.61983	4.7e-019	       241
   3	OLIG2_HUMAN.H11MO.0.B OLIG2_HUMAN.H11MO.0.B	4.0e-007	   9.6e-010	         -20.77	         0.0	      105	        483	        1720	       6819	  0.21739	4.0e-012	       241
   3	OSR2_HUMAN.H11MO.0.C OSR2_HUMAN.H11MO.0.C	5.3e-006	   1.3e-008	         -18.19	         0.0	      365	        485	        5282	       6719	  0.75258	5.2e-011	       242
   3	P63_HUMAN.H11MO.0.A P63_HUMAN.H11MO.0.A	2.4e-001	   5.7e-004	          -7.46	         0.0	      246	        482	        1762	       3198	  0.51037	2.4e-006	       240
   3	PBX1_HUMAN.H11MO.0.A PBX1_HUMAN.H11MO.0.A	6.7e-002	   1.6e-004	          -8.74	         0.0	      171	        491	        2594	       6895	  0.34827	6.5e-007	       245
   3	PBX3_HUMAN.H11MO.0.A PBX3_HUMAN.H11MO.0.A	1.4e-008	   3.4e-011	         -24.12	         0.0	      222	        490	        3408	       6855	  0.45306	1.4e-013	       244
   3	PEBB_HUMAN.H11MO.0.C PEBB_HUMAN.H11MO.0.C	5.3e-023	   1.3e-025	         -57.34	         0.0	      178	        490	        2835	       6615	  0.36327	5.1e-028	       244
   3	PKNX1_HUMAN.H11MO.0.B PKNX1_HUMAN.H11MO.0.B	2.2e-005	   5.2e-008	         -16.78	         0.0	      320	        490	        4479	       6494	  0.65306	2.1e-010	       244
   3	PTF1A_HUMAN.H11MO.0.B PTF1A_HUMAN.H11MO.0.B	8.4e-011	   2.0e-013	         -29.25	         0.0	      163	        483	        2523	       6560	  0.33747	8.3e-016	       241
   3	RFX1_HUMAN.H11MO.0.B RFX1_HUMAN.H11MO.0.B	1.1e-002	   2.5e-005	         -10.59	         0.0	      171	        479	        1533	       3857	  0.35699	1.1e-007	       239
   3	RFX2_HUMAN.H11MO.0.A RFX2_HUMAN.H11MO.0.A	2.0e0000	   4.8e-003	          -5.35	         0.0	      185	        483	         655	       1505	  0.38302	2.0e-005	       241
   3	RFX3_HUMAN.H11MO.0.B RFX3_HUMAN.H11MO.0.B	5.8e-003	   1.4e-005	         -11.19	         0.0	      233	        487	         533	        942	  0.47844	5.7e-008	       243
   3	RFX5_HUMAN.H11MO.0.A RFX5_HUMAN.H11MO.0.A	1.7e-004	   4.1e-007	         -14.72	         0.0	      195	        481	        2708	       6115	  0.40541	1.7e-009	       240
   3	RUNX1_HUMAN.H11MO.0.A RUNX1_HUMAN.H11MO.0.A	1.4e-043	   3.4e-046	        -104.70	         0.0	      138	        490	        2218	       6017	  0.28163	1.4e-048	       244
   3	RUNX2_HUMAN.H11MO.0.A RUNX2_HUMAN.H11MO.0.A	1.3e-014	   3.0e-017	         -38.06	         0.0	      125	        487	        1979	       6455	  0.25667	1.2e-019	       243
   3	RUNX3_HUMAN.H11MO.0.A RUNX3_HUMAN.H11MO.0.A	7.5e-047	   1.8e-049	        -112.25	         0.0	      135	        491	        2178	       5970	  0.27495	7.3e-052	       245
   3	SMAD3_HUMAN.H11MO.0.B SMAD3_HUMAN.H11MO.0.B	9.2e0000	   2.2e-002	          -3.83	         0.0	      239	        489	        3634	       7112	  0.48875	9.0e-005	       244
   3	SMAD4_HUMAN.H11MO.0.B SMAD4_HUMAN.H11MO.0.B	4.4e0000	   1.0e-002	          -4.57	         0.0	      242	        488	        3413	       6560	  0.49590	4.3e-005	       243
   3	SP1_HUMAN.H11MO.0.A SP1_HUMAN.H11MO.0.A	1.6e-017	   3.9e-020	         -44.70	         0.0	      203	        479	        1666	       3279	  0.42380	1.6e-022	       239
   3	SP2_HUMAN.H11MO.0.A SP2_HUMAN.H11MO.0.A	5.7e-005	   1.3e-007	         -15.82	         0.0	      207	        479	        2521	       5321	  0.43215	5.6e-010	       239
   3	SP3_HUMAN.H11MO.0.B SP3_HUMAN.H11MO.0.B	2.4e-002	   5.8e-005	          -9.76	         0.0	      325	        481	        4190	       5934	  0.67568	2.4e-007	       240
   3	SP4_HUMAN.H11MO.0.A SP4_HUMAN.H11MO.0.A	2.6e-007	   6.1e-010	         -21.21	         0.0	      201	        481	        3011	       6543	  0.41788	2.6e-012	       240
   3	SPI1_HUMAN.H11MO.0.A SPI1_HUMAN.H11MO.0.A	7.4e-073	   1.8e-075	        -172.13	         0.0	      138	        484	        2181	       5402	  0.28512	7.3e-078	       241
   3	SPIB_HUMAN.H11MO.0.A SPIB_HUMAN.H11MO.0.A	3.5e-062	   8.4e-065	        -147.54	         0.0	      144	        484	        1825	       4329	  0.29752	3.5e-067	       241
   3	TAF1_HUMAN.H11MO.0.A TAF1_HUMAN.H11MO.0.A	4.9e-013	   1.2e-015	         -34.39	         0.0	      157	        485	        2566	       6885	  0.32371	4.8e-018	       242
   3	TAL1_HUMAN.H11MO.0.A TAL1_HUMAN.H11MO.0.A	9.5e-007	   2.2e-009	         -19.91	         0.0	      134	        482	        1292	       3954	  0.27801	9.4e-012	       240
   3	TFAP4_HUMAN.H11MO.0.A TFAP4_HUMAN.H11MO.0.A	2.7e-009	   6.4e-012	         -25.77	         0.0	      153	        491	        1684	       4631	  0.31161	2.6e-014	       245
   3	TFDP1_HUMAN.H11MO.0.C TFDP1_HUMAN.H11MO.0.C	9.8e-004	   2.3e-006	         -12.97	         0.0	      215	        487	        3098	       6506	  0.44148	9.6e-009	       243
   3	TFE2_HUMAN.H11MO.0.A TFE2_HUMAN.H11MO.0.A	1.8e-001	   4.3e-004	          -7.75	         0.0	      204	        490	        2457	       5493	  0.41633	1.8e-006	       244
   3	TFE3_HUMAN.H11MO.0.B TFE3_HUMAN.H11MO.0.B	9.5e0000	   2.3e-002	          -3.79	         0.0	      107	        491	         888	       3639	  0.21792	9.3e-005	       245
   3	TFEB_HUMAN.H11MO.0.C TFEB_HUMAN.H11MO.0.C	2.3e-003	   5.5e-006	         -12.11	         0.0	      340	        492	         259	        312	  0.69106	2.2e-008	       245
   3	TGIF1_HUMAN.H11MO.0.A TGIF1_HUMAN.H11MO.0.A	5.0e-001	   1.2e-003	          -6.74	         0.0	      208	        494	        3146	       7034	  0.42105	4.8e-006	       246
   3	THAP1_HUMAN.H11MO.0.C THAP1_HUMAN.H11MO.0.C	1.2e-001	   2.8e-004	          -8.18	         0.0	      181	        479	        2103	       5129	  0.37787	1.2e-006	       239
   3	USF1_HUMAN.H11MO.0.A USF1_HUMAN.H11MO.0.A	4.2e-007	   1.0e-009	         -20.73	         0.0	      113	        489	         570	       1904	  0.23108	4.1e-012	       244
   3	USF2_HUMAN.H11MO.0.A USF2_HUMAN.H11MO.0.A	1.6e-005	   3.9e-008	         -17.06	         0.0	      146	        482	         788	       2150	  0.30290	1.6e-010	       240
   3	ZBT14_HUMAN.H11MO.0.C ZBT14_HUMAN.H11MO.0.C	9.4e-007	   2.2e-009	         -19.92	         0.0	      198	        492	        1370	       2954	  0.40244	9.1e-012	       245
   3	ZBT18_HUMAN.H11MO.0.C ZBT18_HUMAN.H11MO.0.C	4.0e-002	   9.6e-005	          -9.25	         0.0	      154	        490	        2250	       6561	  0.31429	3.9e-007	       244
   3	ZFX_HUMAN.H11MO.0.A ZFX_HUMAN.H11MO.0.A	2.6e-001	   6.1e-004	          -7.39	         0.0	      259	        491	        3173	       5688	  0.52749	2.5e-006	       245
   3	ZIC3_HUMAN.H11MO.0.B ZIC3_HUMAN.H11MO.0.B	7.4e-010	   1.8e-012	         -27.07	         0.0	      322	        486	        4047	       5698	  0.66255	7.3e-015	       242
   3	ZN335_HUMAN.H11MO.0.A ZN335_HUMAN.H11MO.0.A	3.8e-007	   9.1e-010	         -20.82	         0.0	      209	        479	        2652	       5497	  0.43633	3.8e-012	       239
   3	ZN341_HUMAN.H11MO.0.C ZN341_HUMAN.H11MO.0.C	3.2e0000	   7.5e-003	          -4.89	         0.0	      115	        479	        1763	       6750	  0.24008	3.1e-005	       239
